brandOwner,brandName,packageWeight,serving_size_in_g,protein_in_g,fat_in_g,carbohydrate_in_g,energy_in_kcal,fiber_in_g,calcium_in_mg,iron_in_mg,sugars_added_in_g,cholesterol_in_g,milk,corn_syrup,artificial_flavor,vanilla,water,cream,dark_chocolate,palm_oil,lemon,salt,almonds,soy,coconut,pecans,hazelnuts,white_chocolate,honey,total_ingredients
"Fran's Chocolates, Ltd.",FRAN'S,68.0,17.0,5.88,41.2,52.9,565.0,5.9,0.0,3.18,41.2,0.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,7.0
"Fran's Chocolates, Ltd.",FRAN'S,68.0,17.0,5.88,41.2,52.9,565.0,5.9,0.0,3.18,41.2,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,7.0
"Fran's Chocolates, Ltd.",FRAN'S,25.0,9.0,0.0,22.2,66.7,500.0,0.0,0.0,0.0,44.4,56.0,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,19.0
"Fran's Chocolates, Ltd.",FRAN'S,59.0,9.0,0.0,22.2,66.7,500.0,0.0,0.0,0.0,44.4,56.0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,18.0
"Fran's Chocolates, Ltd.",FRAN'S,68.0,17.0,5.88,47.1,47.1,565.0,5.9,0.0,5.29,29.4,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,6.0
SCM,JACQUOT,334.5,28.0,7.14,35.7,53.6,571.0,3.6,71.0,2.57,42.9,18.0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,34.0
"Frankford Candy, LLC",FRANKFORD CANDY LLC,57.0,57.0,3.51,24.6,68.4,491.0,1.8,105.0,1.26,64.9,9.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,48.0,48.0,4.17,29.2,66.7,521.0,2.1,83.0,2.25,62.5,10.0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,170.0,42.0,4.76,26.2,71.4,500.0,2.4,95.0,1.71,66.7,12.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,71.0,35.0,0.0,31.4,68.6,543.0,0.0,57.0,0.0,60.0,0.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,14.0
"Frankford Candy, LLC",FRANKFORD,57.0,57.0,1.75,24.6,68.4,509.0,3.5,0.0,2.53,59.6,0.0,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,19.0
"Frankford Candy, LLC",FRANKFORD,170.0,42.0,4.76,26.2,71.4,500.0,2.4,95.0,1.71,66.7,12.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,99.0,33.0,3.03,24.2,66.7,485.0,3.0,121.0,1.09,63.6,15.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,71.0,35.0,5.71,25.7,68.6,514.0,2.9,114.0,1.03,65.7,14.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,48.0,48.0,4.17,25.0,68.8,500.0,2.1,125.0,1.5,64.6,10.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,99.0,33.0,3.03,24.2,66.7,485.0,3.0,121.0,1.09,63.6,15.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,88.0,44.0,4.55,25.0,68.2,500.0,2.3,91.0,1.64,63.6,11.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,57.0,57.0,3.51,24.6,68.4,491.0,1.8,105.0,1.26,64.9,9.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,227.0,36.0,5.56,25.0,66.7,500.0,2.8,111.0,1.0,63.9,14.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,99.0,33.0,3.03,24.2,66.7,485.0,3.0,121.0,1.09,63.6,15.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,23.0,23.0,4.35,30.4,65.2,565.0,4.3,87.0,3.13,60.9,22.0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,71.0,35.0,5.71,25.7,68.6,514.0,2.9,114.0,2.06,65.7,14.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,420.0,35.0,5.71,28.6,65.7,543.0,2.9,114.0,2.06,62.9,14.0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,35.0,35.0,5.71,28.6,65.7,543.0,2.9,114.0,2.06,62.9,14.0,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,120.0,40.0,5.0,25.0,70.0,500.0,2.5,100.0,1.8,65.0,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
"Frankford Candy, LLC",FRANKFORD,88.0,44.0,4.55,25.0,68.2,500.0,2.3,91.0,1.64,63.6,11.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,227.0,36.0,5.56,25.0,66.7,500.0,2.8,111.0,1.0,63.9,14.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,99.0,33.0,3.03,24.2,66.7,485.0,3.0,121.0,1.09,63.6,15.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,64.0,32.0,3.12,25.0,68.8,500.0,3.1,125.0,1.12,65.6,16.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,57.0,57.0,3.51,24.6,68.4,491.0,1.8,105.0,1.26,64.9,9.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,150.0,50.0,0.0,30.0,68.0,540.0,0.0,40.0,0.0,60.0,0.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,9.0
"Frankford Candy, LLC",FRANKFORD,120.0,30.0,3.33,23.3,66.7,500.0,3.3,67.0,1.2,60.0,0.0,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,46.0
"Kitchen Table Games, Inc.",NOHMAD SNACK CO.,64.0,32.0,9.38,43.8,43.8,594.0,3.1,0.0,0.0,18.8,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
SCM,JACQUOT,334.5,28.0,7.14,35.7,53.6,571.0,3.6,71.0,2.57,42.9,18.0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,34.0
Russell Stover Candies Inc.,RUSSELL STOVER,77.0,77.0,6.49,33.8,57.1,558.0,2.6,195.0,2.34,53.2,19.0,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,11.0
Russell Stover Candies Inc.,RUSSELL STOVER,133.0,38.0,7.89,34.2,57.9,579.0,2.6,158.0,2.84,52.6,13.0,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,12.0
Jdh Enterprises LLC,JACQUET,32.0,32.0,6.25,15.6,62.5,438.0,3.1,0.0,0.0,37.5,31.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,21.0
Rafael Padilla & Cia S. En C.,TWO BROTHERS,150.0,40.0,5.0,55.0,32.5,650.0,5.0,50.0,4.5,32.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
"World's Finest Chocolate, Inc.",QUEEN ANNE,187.0,38.0,0.0,7.89,81.6,395.0,0.0,0.0,2.63,71.1,0.0,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,39.0
Fine Tools Incorporated,FRESCO CHOCOLATE,45.0,45.0,11.1,35.6,46.7,551.0,0.0,67.0,4.4,31.1,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.0
Fine Tools Incorporated,FRESCO CHOCOLATE,45.0,45.0,11.1,35.6,46.7,551.0,0.0,67.0,4.4,31.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
"Advantage Sales & Marketing, LLC ",DEAVAS,400.0,28.0,3.57,42.9,42.9,589.0,3.6,89.0,5.71,35.7,54.0,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,39.0
"SweetWorks Confections, LLC",FREY,180.0,30.0,10.0,43.3,43.3,600.0,3.3,0.0,0.0,36.7,17.0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,9.0
"SweetWorks Confections, LLC",FREY,180.0,30.0,6.67,43.3,50.0,633.0,6.7,67.0,3.6,36.7,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,11.0
"SweetWorks Confections, LLC",FREY,170.0,43.0,4.65,30.2,62.8,535.0,2.3,140.0,1.67,60.5,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
"SweetWorks Confections, LLC",FREY,169.8,40.0,5.0,30.0,62.5,525.0,2.5,150.0,0.9,60.0,12.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
"SweetWorks Confections, LLC",FREY,180.0,30.0,10.0,40.0,50.0,600.0,3.3,200.0,2.4,43.3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,12.0
"R.A.B. Food Group, LLC",MANISCHEWITZ,85.0,34.0,5.88,35.3,55.9,559.0,0.0,176.0,1.06,52.9,15.0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
"Seattle Gourmet Foods, Inc.",DILETTANTE CHOCOLATES,113.0,30.0,6.67,33.3,60.0,533.0,0.0,167.0,0.03,53.3,17.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,15.0
"Sarris Candies, Inc.",SARRIS CANDLES,227.0,28.0,3.57,16.1,67.9,393.0,0.0,139.0,0.0,42.9,0.0,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,48.0
Moonstruck Chocolate Co.,MOONSTRUCK,139.5,47.0,2.13,26.6,53.2,468.0,2.1,85.0,0.0,44.7,11.0,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False,False,69.0
Koppers Chocolate Specialty Co,KOPPERS,241.0,40.0,2.5,15.0,87.5,450.0,2.5,0.0,2.7,80.0,0.0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,44.0
Liberty Orchards Co Inc,LIBERTY ORCHARDS,284.0,42.0,2.38,9.52,73.8,381.0,0.0,0.0,0.0,57.1,0.0,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,25.0
"SweetWorks Confections, LLC",SIXLETS,99.0,40.0,2.5,20.0,70.0,450.0,0.0,72.0,0.0,52.5,0.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,24.0
"Wismettac Asian Foods, Inc.",MEIJI,174.09684350978966,40.0,5.0,45.0,45.0,625.0,2.5,150.0,0.9,40.0,12.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,28.0
Nestle USA Inc.,Nestle USA Inc.,174.09684350978966,51.0,5.88,21.6,62.8,471.0,2.0,78.0,0.0,43.1,10.0,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,21.0
Mars Chocolate North America LLC,M&M'S,963.9,28.0,3.57,21.4,71.4,500.0,3.6,0.0,1.43,60.7,0.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,33.0
Mars Chocolate North America LLC,M&M'S,269.3,28.0,3.57,21.4,71.4,500.0,3.6,0.0,1.43,60.7,0.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,33.0
Russell Stover Candies Inc.,RUSSELL STOVER,85.0,43.0,6.98,27.9,58.1,512.0,2.3,140.0,2.51,51.2,23.0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,37.0
FAMOUS BRANDS INTERNATIONAL,MRS. FIELDS,37.0,37.0,2.7,16.2,62.2,405.0,2.7,54.0,1.95,51.4,0.0,True,True,True,False,False,True,True,True,False,True,False,True,True,False,False,False,False,29.0
Ghirardelli Chocolate Company,GHIRARDELLI,100.0,25.0,4.0,28.0,60.0,520.0,0.0,160.0,0.8,44.0,20.0,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,23.0
"Sweet Shop Candies, Inc.",SWEET SHOP USA,383.0,43.0,2.33,14.0,62.8,395.0,2.3,47.0,0.84,58.1,35.0,True,True,False,True,True,True,True,False,False,True,False,True,False,True,False,False,False,38.0
Lindt & Sprungli (Schweiz) AG,LINDT,240.0,36.0,5.56,50.0,41.7,639.0,2.8,167.0,1.0,38.9,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,22.0
Lindt & Sprungli (Schweiz) AG,LINDT,144.0,36.0,5.56,50.0,41.7,639.0,2.8,167.0,1.0,38.9,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,21.0
Lindt & Sprungli (Schweiz) AG,LINDT,168.0,36.0,5.56,50.0,44.4,639.0,0.0,164.0,0.0,33.3,14.0,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,22.0
"Three Rivers Confections, LLC",FUDGIE WUDGIE,680.0,38.0,2.63,10.5,76.3,395.0,0.0,26.0,0.95,71.0,26.0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,12.0
The Endangered Species Chocolate Co,ENDANGERED SPECIES,85.0,28.0,10.7,42.9,46.4,607.0,7.1,250.0,2.14,25.0,18.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,16.0
FUJIYA,FUJIYA,174.09684350978966,49.0,4.08,34.7,55.1,612.0,0.0,0.0,0.0,55.1,0.0,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,12.0
Zenevo Chocolate Inc.,ZEN EVO,100.0,10.0,10.0,40.0,40.0,500.0,10.0,130.0,0.0,0.0,0.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,8.0
"G. Debbas Chocolatier, Inc.",KOSHER,142.0,36.0,5.56,33.3,58.3,528.0,2.8,111.0,1.0,55.6,14.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,23.0
Mars Chocolate North America LLC,SNICKERS,96.4,34.0,8.82,23.5,61.8,471.0,2.9,59.0,1.06,52.9,0.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,18.0
Mars Chocolate North America LLC,SNICKERS,1530.9,34.0,8.82,23.5,61.8,471.0,2.9,59.0,1.06,50.0,15.0,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,20.0
Mars Chocolate North America LLC,MILKY WAY,638.2,34.0,2.94,17.6,70.6,471.0,0.0,59.0,1.06,61.8,29.0,True,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,21.0
"Godiva Chocolatier, Inc.",GODIVA,81.0,41.0,7.32,34.2,56.1,512.0,2.4,146.0,3.51,39.0,24.0,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,23.0
"G. Debbas Chocolatier, Inc.",G. DEBBAS CHOCOLATIER,57.0,57.0,3.51,26.3,63.2,474.0,5.3,35.0,1.26,47.4,9.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,22.0
"G. Debbas Chocolatier, Inc.",G. DEBBAS CHOCOLATIER,57.0,57.0,5.26,31.6,59.6,509.0,3.5,70.0,1.89,45.6,9.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,10.0
Red Dot Trading Co.,GABI & LISETTE,127.0,30.0,3.33,20.0,70.0,467.0,0.0,67.0,0.0,70.0,33.0,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,27.0
Red Dot Trading Co.,GABI & LISETTE,136.0,17.0,5.88,41.2,52.9,588.0,0.0,176.0,3.18,47.1,0.0,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,11.0
"Godiva Chocolatier, Inc.",GADIVA,100.0,40.0,10.0,52.5,35.0,650.0,12.5,50.0,18.0,12.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Ross Acquisition Inc.,GALERIE,50.0,50.0,6.0,28.0,64.0,500.0,4.0,160.0,4.32,60.0,20.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
GALAXY,GALAXY,174.09684350978966,34.0,5.88,26.5,58.8,500.0,0.0,294.0,1.06,55.9,29.0,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,15.0
Ross Acquisition Inc.,GALERIE,60.0,60.0,5.0,30.0,60.0,533.0,1.7,133.0,0.0,58.3,13.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,96.0,42.0,4.76,26.2,64.3,524.0,2.4,143.0,2.57,61.9,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,147.0,40.0,5.0,35.0,57.5,550.0,2.5,150.0,4.5,55.0,0.0,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,40.0
Ross Acquisition Inc.,GALERIE,125.0,42.0,4.76,31.0,59.5,548.0,0.0,190.0,0.0,59.5,24.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,18.0
Ross Acquisition Inc.,GALERIE,96.0,42.0,4.76,28.6,59.5,524.0,2.4,143.0,3.43,59.5,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,70.0,70.0,5.71,28.6,60.0,529.0,2.9,143.0,3.86,60.0,14.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,70.0,70.0,5.71,27.1,61.4,514.0,1.4,143.0,0.0,60.0,14.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,147.0,40.0,5.0,35.0,57.5,550.0,2.5,150.0,4.5,55.0,0.0,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,40.0
Ross Acquisition Inc.,GALERIE,125.0,36.0,5.56,33.3,55.6,556.0,2.8,167.0,4.0,47.2,0.0,True,False,True,True,True,False,True,True,False,True,False,True,True,False,False,True,False,65.0
Ross Acquisition Inc.,GALERIE,60.0,60.0,5.0,26.7,61.7,517.0,1.7,133.0,0.0,60.0,17.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,125.0,42.0,4.76,28.6,59.5,524.0,2.4,143.0,3.43,59.5,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,174.09684350978966,42.0,4.76,28.6,61.9,524.0,2.4,143.0,4.29,57.1,12.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,77.0,77.0,10.4,28.6,63.6,506.0,1.3,130.0,3.51,59.7,13.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,18.0
Ross Acquisition Inc.,GALERIE,174.09684350978966,42.0,4.76,26.2,64.3,524.0,2.4,143.0,2.57,61.9,0.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Ross Acquisition Inc.,GALERIE,280.0,35.0,5.71,28.6,62.9,514.0,2.9,171.0,0.0,60.0,14.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Ross Acquisition Inc.,GALERIE,174.09684350978966,42.0,4.76,28.6,61.9,524.0,2.4,143.0,4.29,57.1,12.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,70.0,70.0,4.29,30.0,64.3,543.0,2.9,143.0,6.43,61.4,14.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0
Ross Acquisition Inc.,GALERIE,174.09684350978966,20.0,5.0,30.0,60.0,550.0,0.0,200.0,3.6,55.0,0.0,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,10.0
Ross Acquisition Inc.,GALERIE,70.0,70.0,5.71,27.1,61.4,514.0,1.4,143.0,0.0,60.0,14.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,174.09684350978966,48.0,4.17,27.1,62.5,521.0,2.1,125.0,1.5,60.4,21.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,96.0,42.0,4.76,28.6,59.5,524.0,2.4,143.0,3.43,59.5,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
Ross Acquisition Inc.,GALERIE,96.0,42.0,4.76,28.6,64.3,524.0,2.4,143.0,1.71,61.9,12.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,8.0
